PA_ID,NAME,TYPE,TYPE_ABBR,IUCN,NRS_PA,GAZ_AREA,GIS_AREA,REPT_AREA,GAZ_DATE,LATEST_GAZ,STATE,AUTHORITY,DATASOURCE,GOVERNANCE,COMMENTS,ENVIRON,OVERLAP,X_COORD,Y_COORD,MGT_PLAN,RES_NUMBER,SHAPE_AREA,SHAPE_LEN
SA_159,Unnamed (No.HA159),Heritage Agreement,HA,III,Y,107.87004012,108.35589226,108.35589226,29/03/1988,29/03/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.24039911,-33.11937006,N,SA_159,0.00010468564,0.04786861244
SA_1520,Unnamed (No.HA1520),Heritage Agreement,HA,III,Y,481.10509941,0.00002576,0.00002576,3/05/2012,3/05/2012,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.04293318,-33.86572130,N,SA_1520,0.00000000019,0.02494406046
SA_1520,Unnamed (No.HA1520),Heritage Agreement,HA,III,Y,481.10509941,482.95079908,482.95079908,3/05/2012,3/05/2012,SA,SA_DEWNR,SA_DEWNR,J,,T,2,139.03741305,-33.86286710,N,SA_1520,0.00047054078,0.17492131258
SA_16,Unnamed (No.HA16),Heritage Agreement,HA,III,Y,4.79856233,4.80459418,4.80459418,29/04/1983,29/04/1983,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.54237962,-35.45186134,N,SA_16,0.00000477008,0.01119780959
SA_160,Unnamed (No.HA160),Heritage Agreement,HA,III,Y,88.35843415,88.62652296,88.62652296,31/03/1988,31/03/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.39260149,-34.47154464,N,SA_160,0.00008696210,0.05327448232
SA_161,Unnamed (No.HA161),Heritage Agreement,HA,III,Y,530.79184374,532.68774217,532.68774217,5/04/1988,5/04/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,135.36476525,-34.08410769,N,SA_161,0.00052032569,0.15047171168
SA_162,Unnamed (No.HA162),Heritage Agreement,HA,III,Y,2589.18884059,2589.57534772,2589.57534772,21/04/1988,21/04/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.93645022,-35.93794875,N,SA_162,0.00258638482,0.20376006559
SA_163,Unnamed (No.HA163),Heritage Agreement,HA,III,Y,192.52926921,192.63074706,192.63074706,26/04/1988,26/04/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,137.06335423,-35.78297053,N,SA_163,0.00019203383,0.07067768490
SA_164,Unnamed (No.HA164),Heritage Agreement,HA,III,Y,75.71474516,75.48188618,75.48188618,28/04/1988,28/04/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.17619493,-37.09291481,N,SA_164,0.00007650342,0.03569928267
SA_165,Unnamed (No.HA165),Heritage Agreement,HA,III,Y,15.82790174,15.85783005,15.85783005,8/01/1996,8/01/1996,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.83870310,-35.13868915,N,SA_165,0.00001568423,0.02251324709
SA_166,Unnamed (No.HA166),Heritage Agreement,HA,III,Y,1304.76575641,1307.86859392,1307.86859392,9/05/1988,9/05/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.45033645,-34.87386995,N,SA_166,0.00128944458,0.23681071886
SA_167,Unnamed (No.HA167),Heritage Agreement,HA,III,Y,29.90072975,29.97491560,29.97491560,11/05/1988,11/05/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.42218734,-34.81486710,N,SA_167,0.00002953192,0.02651355639
SA_168,Unnamed (No.HA168),Heritage Agreement,HA,III,Y,19.12450846,19.18164594,19.18164594,17/05/1988,17/05/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.70488912,-34.50264818,N,SA_168,0.00001882835,0.01759140282
SA_169,Unnamed (No.HA169),Heritage Agreement,HA,III,Y,507.91887254,508.28680815,508.28680815,19/05/1988,19/05/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.92026346,-35.69443016,N,SA_169,0.00050614043,0.12358555479
SA_17,Unnamed (No.HA17),Heritage Agreement,HA,III,Y,352.70645453,354.42091972,354.42091972,18/05/1983,18/05/1983,SA,SA_DEWNR,SA_DEWNR,J,,T,1,133.25724457,-32.19750477,N,SA_17,0.00033897314,0.10303114429
SA_170,Unnamed (No.HA170),Heritage Agreement,HA,III,Y,315.17229954,315.39171381,315.39171381,23/05/1988,23/05/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.78920513,-35.70751792,N,SA_170,0.00031411453,0.16943575181
SA_171,Unnamed (No.HA171),Heritage Agreement,HA,III,Y,322.21149546,322.53490543,322.53490543,25/05/1988,25/05/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.54132810,-35.56942354,N,SA_171,0.00032067987,0.16024245651
SA_172,Unnamed (No.HA172),Heritage Agreement,HA,III,Y,484.26868106,486.24068537,486.24068537,2/06/1988,2/06/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,137.00692380,-33.63988835,N,SA_172,0.00047253691,0.12040809635
SA_173,Unnamed (No.HA173),Heritage Agreement,HA,III,Y,28.52296413,28.62775188,28.62775188,7/07/1988,7/07/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.35947600,-34.00002181,N,SA_173,0.00002793588,0.02652749292
SA_174,Unnamed (No.HA174),Heritage Agreement,HA,III,Y,534.05625687,536.64612816,536.64612816,7/07/1988,7/07/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,134.53424915,-32.28571153,N,SA_174,0.00051374465,0.10295209952
SA_175,Unnamed (No.HA175),Heritage Agreement,HA,III,Y,158.66384141,158.32365277,158.32365277,13/07/1988,13/07/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.32218292,-36.78708348,N,SA_175,0.00015983135,0.09975620682
SA_176,Unnamed (No.HA176),Heritage Agreement,HA,III,Y,443.56558562,444.38339101,444.38339101,18/07/1988,18/07/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.37196151,-35.16317311,N,SA_176,0.00043964989,0.09509431638
SA_177,Unnamed (No.HA177),Heritage Agreement,HA,III,Y,316.01930832,314.83071152,314.83071152,27/07/1988,27/07/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.84308740,-37.30599987,N,SA_177,0.00031998112,0.08642516361
SA_178,Unnamed (No.HA178),Heritage Agreement,HA,III,Y,1947.68321679,1955.36848932,1955.36848932,9/08/1988,9/08/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,135.63017839,-33.77030095,N,SA_178,0.00190317000,0.28161991750
SA_179,Unnamed (No.HA179),Heritage Agreement,HA,III,Y,178.23560520,178.33076286,178.33076286,10/08/1988,10/08/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,136.96123096,-35.77783370,N,SA_179,0.00017776190,0.06859580473
SA_18,Unnamed (No.HA18),Heritage Agreement,HA,III,Y,30.15998549,30.26344111,30.26344111,18/05/1983,18/05/1983,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.65626599,-34.19306456,N,SA_18,0.00002959857,0.02868861684
SA_181,Unnamed (No.HA181),Heritage Agreement,HA,III,Y,224.67413670,225.62940272,225.62940272,7/09/1988,7/09/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,135.82942115,-33.44824598,N,SA_181,0.00021879499,0.08272864993
SA_182,Unnamed (No.HA182),Heritage Agreement,HA,III,Y,2149.08525181,2158.18121038,2158.18121038,24/09/1988,24/09/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,135.62930141,-33.46681058,N,SA_182,0.00209321702,0.20518796155
SA_183,Unnamed (No.HA183),Heritage Agreement,HA,III,Y,343.08875376,343.52810237,343.52810237,27/09/1988,27/09/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.54662633,-35.44036008,N,SA_183,0.00034101128,0.07228242037
SA_184,Unnamed (No.HA184),Heritage Agreement,HA,III,Y,248.64253440,248.79452299,248.79452299,26/02/2008,26/02/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.78881209,-35.74328363,N,SA_184,0.00024789120,0.06370658385
SA_186,Unnamed (No.HA186),Heritage Agreement,HA,III,Y,19.17574906,19.21755822,19.21755822,7/10/1988,7/10/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.76856689,-34.98431639,N,SA_186,0.00001897193,0.01740035149
SA_187,Unnamed (No.HA187),Heritage Agreement,HA,III,Y,2582.78160204,2594.62780227,2594.62780227,13/10/1988,13/10/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,135.02083787,-32.99023860,N,SA_187,0.00250315410,0.54039338858
SA_188,Unnamed (No.HA188),Heritage Agreement,HA,III,Y,34.78420445,34.88997059,34.88997059,23/02/1990,23/02/1990,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.37771035,-34.46741275,N,SA_188,0.00003423311,0.02768187292
SA_189,Unnamed (No.HA189),Heritage Agreement,HA,III,Y,129.87038206,130.26710700,130.26710700,13/10/1988,13/10/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.36279919,-34.46003118,N,SA_189,0.00012780545,0.05765254514
SA_19,Unnamed (No.HA19),Heritage Agreement,HA,III,Y,6.15201893,6.15867256,6.15867256,20/05/1983,20/05/1983,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.61808654,-35.53356111,N,SA_19,0.00000612056,0.01055287791
SA_190,Unnamed (No.HA190),Heritage Agreement,HA,III,Y,28.39497637,28.48077483,28.48077483,19/10/1988,19/10/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.49323892,-34.48057205,N,SA_190,0.00002794899,0.02779427623
SA_193,Unnamed (No.HA193),Heritage Agreement,HA,III,Y,435.65973449,437.77401650,437.77401650,27/10/1988,27/10/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,133.91037937,-32.25947767,N,SA_193,0.00041897243,0.08236000357
SA_194,Unnamed (No.HA194),Heritage Agreement,HA,III,Y,67.68895125,67.63614594,67.63614594,1/11/1988,1/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.18766160,-36.30415215,N,SA_194,0.00006786394,0.06991952477
SA_195,Unnamed (No.HA195),Heritage Agreement,HA,III,Y,646.75156068,648.67829083,648.67829083,4/11/1988,4/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.11654024,-34.50433731,N,SA_195,0.00063672340,0.13927374696
SA_196,Unnamed (No.HA196),Heritage Agreement,HA,III,Y,273.74836442,272.70916881,272.70916881,7/11/1988,7/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.22787630,-37.31488529,N,SA_196,0.00027719417,0.07273323845
SA_197,Unnamed (No.HA197),Heritage Agreement,HA,III,Y,150.55782611,149.88935507,149.88935507,9/11/1988,9/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.13291875,-37.50781482,N,SA_197,0.00015274481,0.07775698372
SA_198,Unnamed (No.HA198),Heritage Agreement,HA,III,Y,11.02719065,11.04811716,11.04811716,16/11/1988,16/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.78917176,-35.13547636,N,SA_198,0.00001092678,0.02496249490
SA_199,Unnamed (No.HA199),Heritage Agreement,HA,III,Y,637.61352779,639.24659100,639.24659100,17/11/1988,17/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.43806862,-34.76691808,N,SA_199,0.00062943374,0.21938799523
SA_20,Unnamed (No.HA20),Heritage Agreement,HA,III,Y,1203.57138911,1203.94845267,1203.94845267,24/05/1983,24/05/1983,SA,SA_DEWNR,SA_DEWNR,J,,T,1,137.98129858,-35.87120730,N,SA_20,0.00120148979,0.27866600170
SA_200,Unnamed (No.HA200),Heritage Agreement,HA,III,Y,493.58795252,495.42552425,495.42552425,18/11/1988,18/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,135.65636363,-33.96489234,N,SA_200,0.00048327360,0.11431045257
SA_201,Unnamed (No.HA201),Heritage Agreement,HA,III,Y,1645.94133616,1645.12810507,1645.12810507,22/11/1988,22/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.95512097,-36.19501464,N,SA_201,0.00164841133,0.37791428831
SA_202,Unnamed (No.HA202),Heritage Agreement,HA,III,Y,234.65164257,234.24326611,234.24326611,23/11/1988,23/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.76575602,-36.65000935,N,SA_202,0.00023606136,0.08700299869
SA_203,Unnamed (No.HA203),Heritage Agreement,HA,III,Y,46.78511374,46.64995453,46.64995453,23/11/1988,23/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.28402719,-37.03403916,N,SA_203,0.00004724564,0.03037729322
SA_204,Unnamed (No.HA204),Heritage Agreement,HA,III,Y,67.40976432,67.21736075,67.21736075,23/11/1988,23/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.16327989,-37.02256911,N,SA_204,0.00006806522,0.03894506881
SA_205,Unnamed (No.HA205),Heritage Agreement,HA,III,Y,104.73509576,104.82295822,104.82295822,25/11/1988,25/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,137.13494441,-35.64350260,N,SA_205,0.00010431455,0.05729951754
SA_206,Unnamed (No.HA206),Heritage Agreement,HA,III,Y,41.00083902,41.12564533,41.12564533,25/11/1988,25/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.39478496,-34.46344786,N,SA_206,0.00004034927,0.04615308043
SA_207,Unnamed (No.HA207),Heritage Agreement,HA,III,Y,90.84515657,90.91866587,90.91866587,26/11/1988,26/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,137.26419655,-35.65795751,N,SA_207,0.00009049522,0.04671120540
SA_208,Unnamed (No.HA208),Heritage Agreement,HA,III,Y,18.87334875,18.89421312,18.89421312,28/11/1988,28/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.54197552,-35.52315334,N,SA_208,0.00001877499,0.02431294987
SA_209,Unnamed (No.HA209),Heritage Agreement,HA,III,Y,35.83028900,35.93954509,35.93954509,30/11/1988,30/11/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.39504975,-34.46059889,N,SA_209,0.00003526000,0.04481597530
SA_21,Unnamed (No.HA21),Heritage Agreement,HA,III,Y,10.39937598,10.41635253,10.41635253,24/05/1983,24/05/1983,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.03586546,-35.27016614,N,SA_21,0.00001031873,0.01981964319
SA_210,Unnamed (No.HA210),Heritage Agreement,HA,III,Y,598.83580890,598.62025445,598.62025445,1/12/1988,1/12/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.02590545,-36.14127131,N,SA_210,0.00059939358,0.16116460663
SA_212,Unnamed (No.HA212),Heritage Agreement,HA,III,Y,13.91288150,13.92086484,13.92086484,6/12/1988,6/12/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.06108279,-35.76020886,N,SA_212,0.00001387338,0.02227122051
SA_213,Unnamed (No.HA213),Heritage Agreement,HA,III,Y,319.87443097,319.85204590,319.85204590,15/12/1988,15/12/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.49524864,-36.02709261,N,SA_213,0.00031981193,0.07495138328
SA_215,Unnamed (No.HA215),Heritage Agreement,HA,III,Y,872.21712667,874.94185789,874.94185789,19/12/1988,19/12/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.97953704,-34.41152360,N,SA_215,0.00085790620,0.17300123584
SA_218,Unnamed (No.HA218),Heritage Agreement,HA,III,Y,216.02178857,216.20663947,216.20663947,18/01/1989,18/01/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.61557641,-35.63742880,N,SA_218,0.00021514641,0.10153815885
SA_219,Unnamed (No.HA219),Heritage Agreement,HA,III,Y,4082.78166070,4100.58698328,4100.58698328,18/01/1989,18/01/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,135.40988077,-33.31491769,N,SA_219,0.00397037578,0.29815589763
SA_22,Unnamed (No.HA22),Heritage Agreement,HA,III,Y,4.89216624,4.90294722,4.90294722,26/05/1983,26/05/1983,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.75037189,-34.97013914,N,SA_22,0.00000483940,0.01213218555
SA_221,Unnamed (No.HA221),Heritage Agreement,HA,III,Y,474.41566063,474.84513687,474.84513687,20/01/1989,20/01/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,137.30599977,-35.61430089,N,SA_221,0.00047237604,0.15998820081
SA_211,Unnamed (No.HA211),Heritage Agreement,HA,III,Y,264.63834120,265.25281203,265.25281203,1/12/1988,1/12/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.93833218,-34.90497202,N,SA_211,0.00026161201,0.20191566768
SA_216,Unnamed (No.HA216),Heritage Agreement,HA,III,Y,579.14159418,580.85852567,580.85852567,21/12/1988,21/12/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.01987697,-34.51919543,N,SA_216,0.00057027831,0.21615452640
SA_217,Unnamed (No.HA217),Heritage Agreement,HA,III,Y,135.05896687,135.10373318,135.10373318,29/03/1988,9/01/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,137.70257037,-35.86297476,N,SA_217,0.00013481302,0.09017363312
SA_222,Unnamed (No.HA222),Heritage Agreement,HA,III,Y,905.71683824,906.72306045,906.72306045,10/02/1989,10/02/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.68156880,-35.51949288,N,SA_222,0.00090094948,0.18651242737
SA_223,Unnamed (No.HA223),Heritage Agreement,HA,III,Y,226.34656547,225.57353444,225.57353444,14/02/1989,14/02/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.36178160,-37.19940183,N,SA_223,0.00022894363,0.06601915446
SA_224,Unnamed (No.HA224),Heritage Agreement,HA,III,Y,71.89056430,72.09662626,72.09662626,14/02/1989,14/02/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,135.75131223,-34.58199268,N,SA_224,0.00007083537,0.05176027451
SA_225,Unnamed (No.HA225),Heritage Agreement,HA,III,Y,166.50182327,166.28484665,166.28484665,14/02/1989,14/02/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.63407606,-36.49664899,N,SA_225,0.00016725180,0.05795524252
SA_226,Unnamed (No.HA226),Heritage Agreement,HA,III,Y,384.01745370,385.75209138,385.75209138,14/02/1989,14/02/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,135.23239964,-33.09991781,N,SA_226,0.00037260511,0.11653487463
SA_227,Unnamed (No.HA227),Heritage Agreement,HA,III,Y,112.92366819,112.89162759,112.89162759,14/02/1989,14/02/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.69042551,-36.11482195,N,SA_227,0.00011300548,0.04864568028
SA_228,Unnamed (No.HA228),Heritage Agreement,HA,III,Y,294.40002226,294.46234220,294.46234220,20/01/1989,20/01/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,137.07604024,-35.91107870,N,SA_228,0.00029400140,0.10642439794
SA_229,Unnamed (No.HA229),Heritage Agreement,HA,III,Y,108.27107813,108.30549269,108.30549269,16/02/1989,16/02/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.22439165,-35.86926782,N,SA_229,0.00010808160,0.04431484902
SA_23,Unnamed (No.HA23),Heritage Agreement,HA,III,Y,27.12387126,27.18537653,27.18537653,2/06/1983,2/06/1983,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.78511573,-34.93759323,N,SA_23,0.00002682306,0.03336046986
SA_230,Unnamed (No.HA230),Heritage Agreement,HA,III,Y,98.39317605,98.08296444,98.08296444,16/02/1989,16/02/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.32250505,-37.11765235,N,SA_230,0.00009944270,0.06536211893
SA_231,Unnamed (No.HA231),Heritage Agreement,HA,III,Y,346.29832663,347.87550602,347.87550602,18/02/1989,18/02/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,135.66176295,-33.04126183,N,SA_231,0.00033579971,0.08573994802
SA_232,Unnamed (No.HA232),Heritage Agreement,HA,III,Y,512.70244685,515.18609776,515.18609776,20/02/1989,20/02/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,132.13297453,-31.73691773,N,SA_232,0.00049031464,0.25952170832
SA_234,Unnamed (No.HA234),Heritage Agreement,HA,III,Y,13.06400260,13.08352996,13.08352996,24/02/1989,24/02/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.67556815,-35.33779749,N,SA_234,0.00001297152,0.01481242863
SA_235,Unnamed (No.HA235),Heritage Agreement,HA,III,Y,178.08553315,178.18630605,178.18630605,24/02/1989,24/02/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,137.60295773,-35.76894649,N,SA_235,0.00017760264,0.27479086305
SA_236,Unnamed (No.HA236),Heritage Agreement,HA,III,Y,737.95003753,738.69334160,738.69334160,27/02/1989,27/02/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.36672144,-35.56483846,N,SA_236,0.00073437762,0.11800200395
SA_237,Unnamed (No.HA237),Heritage Agreement,HA,III,Y,11.07291068,11.09875225,11.09875225,22/03/1989,22/03/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.72736424,-34.89919729,N,SA_237,0.00001094573,0.01319824987
SA_238,Unnamed (No.HA238),Heritage Agreement,HA,III,Y,2618.22582612,2630.13571880,2630.13571880,3/04/1989,3/04/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,135.71953444,-33.04351296,N,SA_238,0.00253884444,0.32824872135
SA_239,Unnamed (No.HA239),Heritage Agreement,HA,III,Y,44.52989750,44.56361704,44.56361704,4/04/1989,4/04/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.65441344,-35.68073608,N,SA_239,0.00004436829,0.02866327804
SA_24,Unnamed (No.HA24),Heritage Agreement,HA,III,Y,71.71369783,71.74136082,71.74136082,2/06/1983,2/06/1983,SA,SA_DEWNR,SA_DEWNR,J,,T,1,137.26978023,-35.84017503,N,SA_24,0.00007156692,0.07424869246
SA_240,Unnamed (No.HA240),Heritage Agreement,HA,III,Y,132.54863942,132.30335929,132.30335929,3/04/1992,3/04/1992,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.63378022,-36.68826551,N,SA_240,0.00013339569,0.07985337763
SA_241,Unnamed (No.HA241),Heritage Agreement,HA,III,Y,321.49664805,321.77214560,321.77214560,5/04/1989,5/04/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,137.37228177,-35.63584050,N,SA_241,0.00032018323,0.14154612778
SA_242,Unnamed (No.HA242),Heritage Agreement,HA,III,Y,81.04647236,81.19777196,81.19777196,6/04/1989,6/04/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.50413297,-35.14755447,N,SA_242,0.00008031448,0.06479288715
SA_243,Unnamed (No.HA243),Heritage Agreement,HA,III,Y,317.83332908,318.85724021,318.85724021,6/04/1989,6/04/1989,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.03847231,-34.34435202,N,SA_243,0.00031240360,0.07816547911
SA_1412,Unnamed (No.HA1412),Heritage Agreement,HA,III,Y,3001.41478244,3010.69876852,3010.69876852,29/01/2008,29/01/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.48218758,-34.43394620,N,SA_1412,0.00295287939,0.48142512376
SA_1413,Unnamed (No.HA1413),Heritage Agreement,HA,III,Y,29.94484384,30.03532953,30.03532953,29/01/2008,29/01/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.51954547,-34.48046725,N,SA_1413,0.00002947448,0.02218790122
SA_1414,Unnamed (No.HA1414),Heritage Agreement,HA,III,Y,101.78880584,102.10075285,102.10075285,29/01/2008,29/01/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.41683387,-34.45163706,N,SA_1414,0.00010016012,0.04092460243
SA_1415,Unnamed (No.HA1415),Heritage Agreement,HA,III,Y,190.55541160,191.14303300,191.14303300,29/01/2008,29/01/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.41236582,-34.44062273,N,SA_1415,0.00018748823,0.05683129713
SA_1406,Unnamed (No.HA1406),Heritage Agreement,HA,III,Y,0.45135999,0.45253227,0.45253227,3/11/2007,3/11/2007,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.91765878,-34.74579615,N,SA_1406,0.00000044548,0.00345577426
SA_1408,Unnamed (No.HA1408),Heritage Agreement,HA,III,Y,82.78966098,82.96116643,82.96116643,7/11/2007,7/11/2007,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.06053171,-35.04309163,N,SA_1408,0.00008195858,0.07639781262
SA_141,Unnamed (No.HA141),Heritage Agreement,HA,III,Y,291.25236773,291.79490485,291.79490485,7/01/1988,7/01/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.49763119,-35.15463601,N,SA_141,0.00028865990,0.13243151705
SA_1416,Unnamed (No.HA1416),Heritage Agreement,HA,III,Y,6.17664012,6.18434690,6.18434690,21/02/2008,21/02/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.60707520,-35.45634660,N,SA_1416,0.00000614028,0.01082706770
SA_1417,Unnamed (No.HA1417),Heritage Agreement,HA,III,Y,1908.81920448,1914.77612872,1914.77612872,21/02/2008,21/02/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.45891715,-34.41276824,N,SA_1417,0.00187751210,0.17209116380
SA_1418,Unnamed (No.HA1418),Heritage Agreement,HA,III,Y,6.09914905,6.11022937,6.11022937,26/02/2008,26/02/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.91908510,-35.17695860,N,SA_1418,0.00000604615,0.01728469826
SA_1419,Unnamed (No.HA1419),Heritage Agreement,HA,III,Y,66.12194034,66.21662262,66.21662262,28/02/2008,28/02/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.59338223,-35.36803742,N,SA_1419,0.00006567360,0.08128922449
SA_142,Unnamed (No.HA142),Heritage Agreement,HA,III,Y,142.91780538,142.46598301,142.46598301,19/01/1988,19/01/1988,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.31258821,-37.12010901,N,SA_142,0.00014444544,0.05257544208
SA_1420,Unnamed (No.HA1420),Heritage Agreement,HA,III,Y,1.76416743,1.76796347,1.76796347,12/03/2008,12/03/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.71909435,-34.99992807,N,SA_1420,0.00000174569,0.00574437594
SA_1422,Unnamed (No.HA1422),Heritage Agreement,HA,III,Y,19.85731795,19.91012506,19.91012506,11/04/2008,11/04/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,139.17058431,-34.71077314,N,SA_1422,0.00001959172,0.01999735795
SA_1423,Unnamed (No.HA1423),Heritage Agreement,HA,III,Y,7.60833197,7.63387785,7.63387785,11/04/2008,11/04/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,140.58114796,-34.24725547,N,SA_1423,0.00000747089,0.01315560058
SA_1424,Unnamed (No.HA1424),Heritage Agreement,HA,III,Y,89.49757294,89.68594104,89.68594104,16/05/2008,16/05/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,136.97185748,-35.02556358,N,SA_1424,0.00008858353,0.04211648011
SA_1425,Unnamed (No.HA1425),Heritage Agreement,HA,III,Y,384.16830722,385.49141791,385.49141791,16/05/2008,16/05/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,135.31191136,-34.18297586,N,SA_1425,0.00037697923,0.10041570190
SA_1426,Unnamed (No.HA1426),Heritage Agreement,HA,III,Y,38.55279447,38.60359502,38.60359502,28/05/2008,28/05/2008,SA,SA_DEWNR,SA_DEWNR,J,,T,1,138.50599908,-35.42343452,N,SA_1426,0.00003831313,0.08709126485
